strain	gisaid_epi_isl	genbank_accession	submitting_lab	authors	originating_lab	url
hCoV-19/Denmark/DCGC-34969/2021	EPI_ISL_926109		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-44332/2021	EPI_ISL_1024710		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-32965/2021	EPI_ISL_869969		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-20389/2020	EPI_ISL_758873		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-43316/2021	EPI_ISL_1023628		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-39460/2021	EPI_ISL_970850		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-14596/2020	EPI_ISL_711232		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-45717/2021	EPI_ISL_1065227		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-34987/2021	EPI_ISL_926127		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-44333/2021	EPI_ISL_1024711		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-39467/2021	EPI_ISL_970858		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-32344/2021	EPI_ISL_869348		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-23260/2020	EPI_ISL_793194		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-35001/2021	EPI_ISL_926141		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-43317/2021	EPI_ISL_1023629		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-39567/2021	EPI_ISL_970969		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-28377/2021	EPI_ISL_844760		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-35012/2021	EPI_ISL_926152		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-35016/2021	EPI_ISL_926156		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-35020/2021	EPI_ISL_926160		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-43550/2021	EPI_ISL_1023928		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-35034/2021	EPI_ISL_926174		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-35040/2021	EPI_ISL_926180		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-33623/2021	EPI_ISL_870633		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-35045/2021	EPI_ISL_926185		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-44334/2021	EPI_ISL_1024712		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-39587/2021	EPI_ISL_970990		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-21076/2020	EPI_ISL_758869		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-43552/2021	EPI_ISL_1023930		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-39592/2021	EPI_ISL_970996		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-39597/2021	EPI_ISL_971001		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-43320/2021	EPI_ISL_1023632		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-39604/2021	EPI_ISL_971009		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-35086/2021	EPI_ISL_926226		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-43555/2021	EPI_ISL_1023933		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-39606/2021	EPI_ISL_971011		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-27731/2020	EPI_ISL_815495		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-39608/2021	EPI_ISL_971014		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-39610/2021	EPI_ISL_971016		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-35101/2021	EPI_ISL_926241		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-35104/2021	EPI_ISL_926244		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-43814/2021	EPI_ISL_1024192		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-31109/2021	EPI_ISL_847201		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-39618/2021	EPI_ISL_971025		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-43321/2021	EPI_ISL_1023633		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-39624/2021	EPI_ISL_971031		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-35127/2021	EPI_ISL_926267		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-39626/2021	EPI_ISL_971033		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-34127/2021	EPI_ISL_871137		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-29575/2020	EPI_ISL_843622		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-39630/2021	EPI_ISL_971041		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-35141/2021	EPI_ISL_926281		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-39635/2021	EPI_ISL_971058		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-44316/2021	EPI_ISL_1024694		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-26276/2021	EPI_ISL_818292		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-28179/2021	EPI_ISL_844731		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
